Away,AQ1,AQ2,AQ3,AQ4,AOT1,AOT2,Away_Final,Home,HQ1,HQ2,HQ3,HQ4,HOT1,HOT2,Home_Final,Date,Q1M,Q2M,Q3M,FinalMargin,FinalTotal,HomeMargin,AwayELO,HomeELO,Season,Week,Playoffs,AwayBye,HomeBye,Intraconference,Intradivision,TravelDist
Patriots,3,7,14,21,0,0,45,Lions,7,10,7,0,0,0,24,201012,-4,-7,0,21,69,-21,1643.187,1328.257,2010,12,0,0,0,0,0,615
Jaguars,7,10,0,3,0,0,20,Giants,3,3,3,15,0,0,24,201012,-4,-11,-8,4,44,4,1488.076,1538.811,2010,12,0,0,0,0,0,835
Panthers,7,6,7,3,0,0,23,Browns,14,7,0,3,0,0,24,201012,7,8,1,1,47,1,1359.887,1463.39,2010,12,0,0,0,0,0,435
Steelers,7,6,0,3,3,0,19,Bills,0,0,7,9,0,0,16,201012,7,13,6,3,35,-3,1599.77,1411.762,2010,12,0,0,0,1,0,178
Packers,3,0,7,7,0,0,17,Falcons,3,7,0,10,0,0,20,201012,0,7,0,3,37,3,1650.773,1624.391,2010,12,0,0,0,1,0,768
Bengals,0,7,0,3,0,0,10,Jets,0,3,14,9,0,0,26,201012,0,-4,10,16,36,16,1395.174,1654.025,2010,12,0,0,0,1,0,563
Saints,17,3,3,7,0,0,30,Cowboys,0,6,14,7,0,0,27,201012,17,14,3,3,57,-3,1634.6,1505.7,2010,12,0,0,0,1,0,442
Vikings,7,0,10,0,0,0,17,Washington,7,0,0,6,0,0,13,201012,0,0,10,4,30,-4,1484.106,1434.779,2010,12,0,0,0,1,0,931
Raiders,14,7,0,7,0,0,28,Chargers,0,3,3,7,0,0,13,201013,14,18,15,15,41,-15,1427.76,1622.494,2010,13,0,0,0,1,1,454
Jets,0,3,0,0,0,0,3,Patriots,17,7,7,14,0,0,45,201013,17,21,28,42,48,42,1660.654,1653.832,2010,13,0,0,0,1,1,181
Steelers,0,0,3,10,0,0,13,Ravens,7,0,3,0,0,0,10,201013,-7,-7,-7,3,23,-3,1608.435,1629.729,2010,13,0,0,0,1,1,196
Falcons,7,7,0,14,0,0,28,Buccaneers,7,7,3,7,0,0,24,201013,0,0,-3,4,52,-4,1636.507,1502.455,2010,13,0,0,0,1,1,416
Panthers,7,7,0,0,0,0,14,Seahawks,0,3,21,7,0,0,31,201013,-7,-11,10,17,45,17,1356.347,1403.525,2010,13,0,0,0,1,0,2280
Rams,3,6,7,3,0,0,19,Cardinals,6,0,0,0,0,0,6,201013,-3,3,10,13,25,-13,1370.953,1366.718,2010,13,0,0,0,1,1,1270
Cowboys,10,7,10,8,3,0,38,Colts,0,7,7,21,0,0,35,201013,10,10,13,3,73,-3,1494.678,1580.718,2010,13,0,0,0,0,0,763
Washington,0,0,7,0,0,0,7,Giants,14,7,7,3,0,0,31,201013,14,21,21,24,38,24,1417.839,1549.188,2010,13,0,0,0,1,1,204
Broncos,0,3,0,3,0,0,6,Chiefs,7,3,0,0,0,0,10,201013,7,7,7,4,16,4,1381.173,1491.855,2010,13,0,0,0,1,1,556
Browns,0,3,7,3,0,0,13,Dolphins,0,3,0,7,0,0,10,201013,0,0,7,3,23,-3,1466.93,1524.291,2010,13,0,0,0,1,0,1089
Bills,7,0,0,7,0,0,14,Vikings,7,24,0,7,0,0,38,201013,0,24,24,24,52,24,1403.097,1501.046,2010,13,0,0,0,0,0,729
Jaguars,7,10,0,0,0,0,17,Titans,0,0,3,3,0,0,6,201013,7,17,14,11,23,-11,1477.699,1504.26,2010,13,0,0,0,1,1,500
49ers,3,10,3,0,0,0,16,Packers,0,14,14,6,0,0,34,201013,-3,1,12,18,50,18,1449.482,1638.657,2010,13,0,0,0,1,0,1834
Bears,7,7,3,7,0,0,24,Lions,7,10,3,0,0,0,20,201013,0,-3,-3,4,44,-4,1579.708,1317.612,2010,13,0,0,0,1,1,238
Saints,3,10,7,14,0,0,34,Bengals,0,6,6,18,0,0,30,201013,3,7,8,4,64,-4,1645.621,1388.545,2010,13,0,0,0,0,0,711
Texans,3,7,14,0,0,0,24,Eagles,7,13,0,14,0,0,34,201013,4,10,-4,10,58,10,1495.472,1601.415,2010,13,0,0,0,0,0,1339
Ravens,7,14,7,0,6,0,34,Texans,0,7,6,15,0,0,28,201014,7,14,15,6,62,-6,1611.788,1483.364,2010,14,0,0,0,1,0,1250
Giants,0,14,7,0,0,0,21,Vikings,3,0,0,0,0,0,3,201014,-3,11,18,18,24,-18,1517.907,1563.616,2010,14,0,0,0,1,0,1016
Eagles,7,7,3,13,0,0,30,Cowboys,7,3,10,7,0,0,27,201014,0,4,-3,3,57,-3,1613.523,1515.655,2010,14,0,0,0,1,1,1297
Chiefs,0,0,0,0,0,0,0,Chargers,7,14,0,10,0,0,31,201014,7,21,21,31,31,31,1499.805,1571.135,2010,14,0,0,0,1,1,1334
Broncos,3,0,0,10,0,0,13,Cardinals,3,13,3,24,0,0,43,201014,0,13,16,30,56,30,1373.223,1334.879,2010,14,0,0,0,0,0,585
Dolphins,10,0,0,0,0,0,10,Jets,0,3,0,3,0,0,6,201014,10,7,7,4,16,-4,1504.645,1630.09,2010,14,0,0,0,1,1,1091
Patriots,7,26,3,0,0,0,36,Bears,0,0,7,0,0,0,7,201014,7,33,29,29,43,-29,1684.396,1586.896,2010,14,0,0,0,0,0,853
Seahawks,7,0,7,7,0,0,21,49ers,10,20,10,0,0,0,40,201014,3,23,26,19,61,19,1422.443,1439.559,2010,14,0,0,0,1,1,679
Raiders,7,10,7,7,0,0,31,Jaguars,0,7,21,10,0,0,38,201014,-7,-10,4,7,69,7,1479.119,1510.306,2010,14,0,0,0,1,0,2361
Falcons,14,3,7,7,0,0,31,Panthers,0,0,7,3,0,0,10,201014,14,17,17,21,41,-21,1649.05,1337.429,2010,14,0,0,0,1,1,226
Buccaneers,0,3,6,8,0,0,17,Washington,0,10,0,6,0,0,16,201014,0,-7,-1,1,33,-1,1489.911,1403.411,2010,14,0,0,0,1,0,818
Bengals,7,0,0,0,0,0,7,Steelers,0,10,3,10,0,0,23,201014,-7,3,6,16,30,16,1381.183,1626.376,2010,14,0,0,0,1,1,252
Packers,0,0,3,0,0,0,3,Lions,0,0,0,7,0,0,7,201014,0,0,-3,4,10,4,1648.581,1310.424,2010,14,0,0,0,1,1,291
Browns,3,3,0,0,0,0,6,Bills,0,10,0,3,0,0,13,201014,-3,4,4,7,19,7,1486.575,1386.236,2010,14,0,0,0,1,0,173
Colts,7,14,3,6,0,0,30,Titans,0,7,7,14,0,0,28,201014,7,14,10,2,58,-2,1559.741,1471.653,2010,14,0,0,0,1,1,251
Rams,0,6,0,7,0,0,13,Saints,14,7,7,3,0,0,31,201014,14,15,22,18,44,18,1402.792,1652.983,2010,14,0,0,0,1,0,599
Cardinals,0,3,0,9,0,0,12,Panthers,6,7,6,0,0,0,19,201015,6,10,16,7,31,7,1366.209,1326.605,2010,15,0,0,0,1,0,1778
Bears,10,7,20,3,0,0,40,Vikings,7,0,7,0,0,0,14,201015,3,10,23,26,54,-26,1556.505,1492.835,2010,15,0,0,0,1,1,355
Packers,3,14,7,3,0,0,27,Patriots,7,7,7,10,0,0,31,201015,4,-3,-3,4,58,4,1618.146,1714.786,2010,15,0,0,0,0,0,869
Jets,7,3,7,5,0,0,22,Steelers,0,10,7,0,0,0,17,201015,7,0,0,5,39,-5,1603.676,1633.508,2010,15,0,0,0,1,0,314
Broncos,14,3,3,3,0,0,23,Raiders,14,3,6,16,0,0,39,201015,0,0,3,16,62,16,1341.892,1464.575,2010,15,0,0,0,1,1,939
Falcons,0,17,17,0,0,0,34,Seahawks,7,3,0,8,0,0,18,201015,-7,7,24,16,52,-16,1659.874,1400.265,2010,15,0,0,0,1,0,2178
Saints,7,7,3,7,0,0,24,Ravens,7,14,3,6,0,0,30,201015,0,7,7,6,54,6,1660.2,1627.287,2010,15,0,0,0,0,0,999
Lions,7,3,7,3,3,0,23,Buccaneers,0,14,0,6,0,0,20,201015,7,-4,3,3,43,-3,1340.859,1496.351,2010,15,0,0,0,1,0,994
49ers,0,0,0,7,0,0,7,Chargers,7,10,7,10,0,0,34,201015,7,17,24,27,41,27,1461.737,1591.584,2010,15,0,0,0,0,0,458
Bills,0,10,7,0,0,0,17,Dolphins,0,7,0,7,0,0,14,201015,0,3,10,3,31,-3,1409.512,1531.059,2010,15,0,0,0,1,1,1184
Chiefs,0,14,3,10,0,0,27,Rams,6,0,0,7,0,0,13,201015,-6,8,11,14,40,-14,1479.357,1395.575,2010,15,0,0,0,0,0,237
Jaguars,0,10,7,7,0,0,24,Colts,7,7,10,10,0,0,34,201015,7,4,7,10,58,10,1524.851,1569.892,2010,15,0,0,0,1,1,699
Texans,0,3,7,7,0,0,17,Titans,21,3,7,0,0,0,31,201015,21,21,21,14,48,14,1467.865,1461.502,2010,15,0,0,0,1,1,665
Washington,0,7,7,16,0,0,30,Cowboys,10,10,10,3,0,0,33,201015,10,13,16,3,63,3,1396.971,1503.284,2010,15,0,0,0,1,1,1181
Browns,7,0,0,10,0,0,17,Bengals,0,10,6,3,0,0,19,201015,-7,3,9,2,36,2,1463.299,1374.051,2010,15,0,0,0,1,1,217
Eagles,0,3,7,28,0,0,38,Giants,7,17,0,7,0,0,31,201015,-7,-21,-14,7,69,-7,1625.894,1588.688,2010,15,0,0,0,1,1,80
Chargers,0,3,7,10,0,0,20,Bengals,7,6,0,21,0,0,34,201016,7,10,3,14,54,14,1606.626,1385.934,2010,16,0,0,0,1,0,1871
Saints,3,7,0,7,0,0,17,Falcons,0,7,0,7,0,0,14,201016,3,3,3,3,31,-3,1642.787,1672.679,2010,16,0,0,0,1,1,424
Seahawks,7,0,0,8,0,0,15,Buccaneers,3,14,14,7,0,0,38,201016,-4,10,24,23,53,23,1387.46,1472.297,2010,16,0,0,0,1,0,2526
Giants,0,14,3,0,0,0,17,Packers,14,7,10,14,0,0,45,201016,14,7,14,28,62,28,1565.946,1609.665,2010,16,0,0,0,1,0,758
Colts,7,10,7,7,0,0,31,Raiders,7,6,3,10,0,0,26,201016,0,4,8,5,57,-5,1585.728,1477.807,2010,16,0,0,0,1,0,1936
Texans,7,10,6,0,0,0,23,Broncos,0,0,10,14,0,0,24,201016,-7,-17,-13,1,47,1,1445.898,1328.66,2010,16,0,0,0,1,0,878
Vikings,0,7,10,7,0,0,24,Eagles,7,0,0,7,0,0,14,201016,-7,0,10,10,38,-10,1459.731,1648.635,2010,16,0,0,0,1,0,983
Washington,10,0,0,7,3,0,20,Jaguars,0,7,3,7,0,0,17,201016,10,3,0,3,37,-3,1389.983,1509.014,2010,16,0,0,0,0,0,647
Titans,0,7,7,0,0,0,14,Chiefs,14,17,3,0,0,0,34,201016,14,24,20,20,48,20,1483.47,1504.758,2010,16,0,0,0,1,0,471
49ers,0,14,0,3,0,0,17,Rams,9,3,3,10,0,0,25,201016,9,-2,1,8,42,8,1446.694,1370.174,2010,16,0,0,0,1,1,1741
Ravens,0,13,7,0,0,0,20,Browns,7,3,0,0,0,0,10,201016,-7,3,10,10,30,-10,1644.7,1451.417,2010,16,0,0,0,1,1,307
Jets,0,24,7,3,0,0,34,Bears,10,7,21,0,0,0,38,201016,10,-7,7,4,72,4,1627.388,1589.61,2010,16,0,0,0,0,0,711
Patriots,7,17,7,3,0,0,34,Bills,3,0,0,0,0,0,3,201016,4,21,28,31,37,-31,1723.267,1432.092,2010,16,0,0,0,1,1,404
Cowboys,0,10,10,6,0,0,26,Cardinals,14,7,0,6,0,0,27,201016,14,11,1,1,53,1,1510.273,1347.152,2010,16,0,0,0,1,0,884
Panthers,0,0,0,3,0,0,3,Steelers,3,17,7,0,0,0,27,201016,3,20,27,24,30,24,1345.662,1609.796,2010,16,0,0,0,0,0,363
Lions,3,7,7,17,0,0,34,Dolphins,3,14,7,3,0,0,27,201016,0,-7,-7,7,61,-7,1364.913,1508.48,2010,16,0,0,0,0,0,1155
Rams,0,3,3,0,0,0,6,Seahawks,7,0,3,6,0,0,16,201017,7,4,4,10,22,10,1392.994,1369.798,2010,17,0,0,0,1,1,1720
Jaguars,0,17,0,0,0,0,17,Texans,10,10,7,7,0,0,34,201017,10,3,10,17,51,17,1486.546,1437.738,2010,17,0,0,0,1,1,820
Cardinals,0,7,0,0,0,0,7,49ers,7,3,21,7,0,0,38,201017,7,3,24,31,45,31,1356.403,1423.874,2010,17,0,0,0,1,1,652
Cowboys,0,7,0,7,0,0,14,Eagles,0,7,0,6,0,0,13,201017,0,0,0,1,27,-1,1501.021,1604.625,2010,17,0,0,0,1,1,1297
Titans,3,3,14,0,0,0,20,Colts,3,10,7,3,0,0,23,201017,0,7,0,3,43,3,1461.303,1601.142,2010,17,0,0,0,1,1,251
Bears,0,3,0,0,0,0,3,Packers,0,0,3,7,0,0,10,201017,0,-3,0,7,13,7,1604.265,1632.027,2010,17,0,0,0,1,1,185
Chargers,0,16,10,7,0,0,33,Broncos,7,0,7,14,0,0,28,201017,-7,9,12,5,61,-5,1565.233,1336.82,2010,17,0,0,0,1,1,832
Giants,3,7,7,0,0,0,17,Washington,0,7,0,7,0,0,14,201017,3,3,10,3,31,-3,1543.584,1412.451,2010,17,0,0,0,1,1,204
Bills,0,0,7,0,0,0,7,Jets,3,14,7,14,0,0,38,201017,3,17,17,31,45,31,1418.651,1612.734,2010,17,0,0,0,1,1,292
Buccaneers,3,7,10,3,0,0,23,Saints,7,0,3,3,0,0,13,201017,-4,3,10,10,36,-10,1489.96,1661.136,2010,17,0,0,0,1,1,480
Dolphins,0,0,0,7,0,0,7,Patriots,14,10,14,0,0,0,38,201017,14,24,38,31,45,31,1473.165,1736.707,2010,17,0,0,0,1,1,1241
Raiders,0,10,7,14,0,0,31,Chiefs,3,0,7,0,0,0,10,201017,-3,7,7,21,41,-21,1462.392,1526.924,2010,17,0,0,0,1,1,1495
Vikings,0,0,7,6,0,0,13,Lions,0,10,3,7,0,0,20,201017,0,10,6,7,33,7,1503.741,1400.228,2010,17,0,0,0,1,1,542
Steelers,14,17,7,3,0,0,41,Browns,0,3,0,6,0,0,9,201017,14,28,35,32,50,-32,1617.116,1436.764,2010,17,0,0,0,1,1,114
Panthers,0,0,3,7,0,0,10,Falcons,14,7,10,0,0,0,31,201017,14,21,28,21,41,21,1338.342,1654.33,2010,17,0,0,0,1,1,226
Bengals,0,0,0,7,0,0,7,Ravens,3,3,7,0,0,0,13,201017,3,6,13,6,20,6,1427.327,1659.353,2010,17,0,0,0,1,1,419
Saints,10,10,0,16,0,0,36,Seahawks,7,17,10,7,0,0,41,201018,-3,4,14,5,77,5,1618.388,1390.512,2010,18,1,0,0,1,0,2098
Jets,0,0,7,10,0,0,17,Colts,0,7,3,6,0,0,16,201018,0,-7,-3,1,33,-1,1624.126,1607.108,2010,18,1,0,0,1,0,643
Ravens,3,7,13,7,0,0,30,Chiefs,7,0,0,0,0,0,7,201018,-4,3,16,23,37,-23,1664.605,1482.372,2010,18,1,0,0,1,0,960
Packers,7,7,7,0,0,0,21,Eagles,0,3,7,6,0,0,16,201018,7,11,11,5,37,-5,1646.776,1593.737,2010,18,1,0,0,1,0,728
Jets,0,14,0,14,0,0,28,Patriots,3,0,8,10,0,0,21,201019,-3,11,3,7,49,-7,1632.185,1744.614,2010,19,1,0,1,1,1,181
Seahawks,0,0,3,21,0,0,24,Bears,14,7,7,7,0,0,35,201019,14,21,25,11,59,11,1418.322,1589.516,2010,19,1,0,1,1,0,1732
Packers,0,28,14,6,0,0,48,Falcons,7,7,0,7,0,0,21,201019,-7,14,28,27,69,-27,1665.411,1659.619,2010,19,1,0,1,1,0,768
Ravens,14,7,0,3,0,0,24,Steelers,7,0,14,10,0,0,31,201019,-7,-14,0,7,55,7,1684.967,1639.697,2010,19,1,0,1,1,1,196
Packers,7,7,0,7,0,0,21,Bears,0,0,0,14,0,0,14,201020,7,14,14,7,35,-7,1705.434,1598.685,2010,20,1,0,0,1,1,185
Jets,0,3,7,9,0,0,19,Steelers,7,17,0,0,0,0,24,201020,7,21,14,5,43,5,1665.445,1659.137,2010,20,1,0,0,1,0,314
Steelers,0,10,7,8,0,0,25,Packers,14,7,0,10,0,0,31,201022,14,11,4,6,56,6,1723.401,1673.669,2010,22,1,1,1,0,0,496
Raiders,0,16,0,7,0,0,23,Broncos,3,0,10,7,0,0,20,201101,-3,13,3,3,43,-3,1506.296,1386.636,2011,1,0,0,0,1,1,939
Patriots,7,7,14,10,0,0,38,Dolphins,7,0,10,7,0,0,24,201101,0,7,11,14,62,-14,1642.569,1478.506,2011,1,0,0,0,1,1,1241
Cowboys,7,3,7,7,0,0,24,Jets,0,7,3,17,0,0,27,201101,-7,-3,-7,3,51,3,1509.606,1602.275,2011,1,0,0,0,0,0,1370
Giants,7,7,0,0,0,0,14,Washington,0,14,7,7,0,0,28,201101,-7,0,7,14,42,14,1538.007,1436.016,2011,1,0,0,0,1,1,204
Seahawks,0,0,7,10,0,0,17,49ers,0,16,0,17,0,0,33,201101,0,16,9,16,50,16,1441.102,1464.78,2011,1,0,0,0,1,1,679
Vikings,7,10,0,0,0,0,17,Chargers,7,0,7,10,0,0,24,201101,0,-10,-3,7,41,7,1488.493,1551.399,2011,1,0,0,0,0,0,1530
Panthers,7,7,7,0,0,0,21,Cardinals,7,0,7,14,0,0,28,201101,0,-7,-7,7,49,7,1390.369,1392.072,2011,1,0,0,0,1,0,1778
Colts,0,0,0,7,0,0,7,Texans,17,17,0,0,0,0,34,201101,17,34,34,27,41,27,1567.7,1478.396,2011,1,0,0,0,1,1,865
Titans,0,0,7,7,0,0,14,Jaguars,7,3,3,3,0,0,16,201101,7,10,6,2,30,2,1471.892,1474.46,2011,1,0,0,0,1,1,500
Lions,6,14,7,0,0,0,27,Buccaneers,10,3,0,7,0,0,20,201101,-4,7,14,7,47,-7,1450.819,1523.472,2011,1,0,0,0,1,0,994
Eagles,14,3,7,7,0,0,31,Rams,7,3,3,0,0,0,13,201101,7,7,11,18,44,-18,1551.734,1416.52,2011,1,0,0,0,1,0,808
Bills,14,6,14,7,0,0,41,Chiefs,0,7,0,0,0,0,7,201101,14,13,27,34,48,-34,1439.839,1476.341,2011,1,0,0,0,1,0,858
Bengals,10,3,0,14,0,0,27,Browns,0,14,3,0,0,0,17,201101,10,-1,-4,10,44,-10,1449.716,1444.456,2011,1,0,0,0,1,1,217
Falcons,3,0,3,6,0,0,12,Bears,10,6,14,0,0,0,30,201101,7,13,24,18,42,18,1581.397,1555.479,2011,1,0,0,0,1,0,587
Saints,7,10,10,7,0,0,34,Packers,21,7,7,7,0,0,42,201101,14,11,8,8,76,8,1562.051,1661.483,2011,1,0,0,0,1,0,1012
Steelers,0,7,0,0,0,0,7,Ravens,14,7,11,3,0,0,35,201101,14,14,25,28,42,28,1606.563,1612.017,2011,1,0,0,0,1,1,196
Rams,6,0,10,0,0,0,16,Giants,7,14,7,0,0,0,28,201102,1,15,12,12,44,12,1393.676,1507.542,2011,2,0,0,0,1,0,871
Eagles,0,10,21,0,0,0,31,Falcons,7,7,7,14,0,0,35,201102,7,4,-10,4,66,4,1574.579,1555.707,2011,2,0,0,0,1,0,665
Chargers,7,0,0,14,0,0,21,Patriots,7,13,0,15,0,0,35,201102,0,13,13,14,56,14,1564.126,1661.288,2011,2,0,0,0,1,0,2580
Texans,6,10,0,7,0,0,23,Dolphins,3,0,7,3,0,0,13,201102,3,13,6,10,36,-10,1514.444,1459.787,2011,2,0,0,0,1,0,966
Bengals,0,3,12,7,0,0,22,Broncos,7,3,7,7,0,0,24,201102,7,7,2,2,46,2,1478.561,1375.22,2011,2,0,0,0,1,0,1093
Cowboys,0,7,7,10,3,0,27,49ers,0,14,7,3,0,0,24,201102,0,-7,-7,3,51,-3,1502.169,1485.21,2011,2,0,0,0,1,0,1480
Packers,0,7,16,7,0,0,30,Panthers,10,3,0,10,0,0,23,201102,-10,-6,10,7,53,-7,1672.915,1374.014,2011,2,0,0,0,1,0,745
Cardinals,7,0,7,7,0,0,21,Washington,0,10,0,12,0,0,22,201102,-7,3,-4,1,43,1,1408.426,1466.481,2011,2,0,0,0,1,0,1977
Jaguars,3,0,0,0,0,0,3,Jets,9,6,14,3,0,0,32,201102,6,12,26,29,35,29,1483.072,1609.713,2011,2,0,0,0,1,0,835
Bears,7,3,3,0,0,0,13,Saints,3,13,7,7,0,0,30,201102,-4,6,10,17,43,17,1581.168,1550.62,2011,2,0,0,0,1,0,832
Buccaneers,0,0,10,14,0,0,24,Vikings,7,10,0,3,0,0,20,201102,-7,-17,-7,4,44,-4,1492.934,1475.766,2011,2,0,0,0,1,0,1318
Browns,0,14,0,13,0,0,27,Colts,3,6,3,7,0,0,19,201102,-3,5,2,8,46,-8,1415.61,1531.652,2011,2,0,0,0,1,0,262
Ravens,0,10,0,3,0,0,13,Titans,0,10,10,6,0,0,26,201102,0,0,10,13,39,13,1638.118,1463.28,2011,2,0,0,0,1,0,595
Chiefs,3,0,0,0,0,0,3,Lions,7,13,7,21,0,0,48,201102,4,17,24,45,51,45,1428.478,1481.358,2011,2,0,0,0,0,0,643
Raiders,0,21,0,14,0,0,35,Bills,0,3,14,21,0,0,38,201102,0,-18,-4,3,73,3,1517.712,1487.702,2011,2,0,0,0,1,0,2286
Seahawks,0,0,0,0,0,0,0,Steelers,7,10,7,0,0,0,24,201102,7,17,24,24,24,24,1420.672,1580.463,2011,2,0,0,0,0,0,2132
Ravens,21,6,3,7,0,0,37,Rams,0,0,7,0,0,0,7,201103,21,27,23,30,44,-30,1601.841,1381.191,2011,3,0,0,0,0,0,730
Washington,6,3,7,0,0,0,16,Cowboys,3,6,3,6,0,0,18,201103,-3,0,-4,2,34,2,1470.813,1518.288,2011,3,0,0,0,1,1,1181
Steelers,10,0,0,13,0,0,23,Colts,0,13,0,7,0,0,20,201103,10,-3,-3,3,43,-3,1593.031,1496.253,2011,3,0,0,0,1,0,328
Falcons,0,3,0,10,0,0,13,Buccaneers,3,10,3,0,0,0,16,201103,3,10,13,3,29,3,1569.39,1511.637,2011,3,0,0,0,1,1,416
Cardinals,0,10,0,0,0,0,10,Seahawks,3,3,7,0,0,0,13,201103,3,-4,3,3,23,3,1404.094,1408.104,2011,3,0,0,0,1,1,1114
Packers,7,10,3,7,0,0,27,Bears,0,10,0,7,0,0,17,201103,7,7,10,10,44,-10,1680.676,1555.523,2011,3,0,0,0,1,1,185
Chiefs,0,0,7,10,0,0,17,Chargers,0,10,7,3,0,0,20,201103,0,10,10,3,37,3,1404.016,1549.89,2011,3,0,0,0,1,1,1334
Jets,7,10,0,7,0,0,24,Raiders,7,10,7,10,0,0,34,201103,0,0,7,10,58,10,1625.303,1505.436,2011,3,0,0,0,1,0,2557
Patriots,14,7,3,7,0,0,31,Bills,0,10,7,17,0,0,34,201103,-14,-11,-7,3,65,3,1675.524,1499.978,2011,3,0,0,0,1,1,404
Giants,14,0,0,15,0,0,29,Eagles,0,13,3,0,0,0,16,201103,14,1,-2,13,45,-13,1520.027,1560.895,2011,3,0,0,0,1,1,80
Texans,10,6,3,14,0,0,33,Saints,0,10,7,23,0,0,40,201103,-10,-6,-2,7,73,7,1539.253,1576.265,2011,3,0,0,0,0,0,317
Lions,0,0,10,13,3,0,26,Vikings,6,14,0,3,0,0,23,201103,-6,-20,-10,3,49,-3,1505.82,1457.063,2011,3,0,0,0,1,1,542
Broncos,7,0,7,0,0,0,14,Titans,0,10,0,7,0,0,17,201103,-7,3,-4,3,31,3,1387.63,1499.558,2011,3,0,0,0,1,0,1019
Dolphins,7,3,3,3,0,0,16,Browns,0,7,3,7,0,0,17,201103,-7,-3,-3,1,33,1,1434.978,1451.01,2011,3,0,0,0,1,0,1089
49ers,0,0,3,10,0,0,13,Bengals,3,0,0,5,0,0,8,201103,-3,-3,0,5,21,-5,1469.091,1466.151,2011,3,0,0,0,0,0,2040
Jaguars,0,10,0,0,0,0,10,Panthers,2,3,3,8,0,0,16,201103,2,-5,-2,6,26,6,1467.482,1366.253,2011,3,0,0,0,0,0,341
Giants,0,10,0,21,0,0,31,Cardinals,3,3,14,7,0,0,27,201104,-3,4,-10,4,58,-4,1555.948,1393.288,2011,4,0,0,0,1,0,2139
Jets,7,10,0,0,0,0,17,Ravens,17,10,7,0,0,0,34,201104,10,10,17,17,51,17,1596.859,1620.434,2011,4,0,0,0,1,0,169
Dolphins,7,3,3,3,0,0,16,Chargers,7,6,10,3,0,0,26,201104,0,3,10,10,42,10,1429.824,1555.685,2011,4,0,0,0,1,0,2267
Patriots,7,10,7,7,0,0,31,Raiders,3,7,3,6,0,0,19,201104,4,7,11,12,50,-12,1656.434,1533.88,2011,4,0,0,0,1,0,2690
Broncos,3,14,0,6,0,0,23,Packers,14,14,14,7,0,0,49,201104,11,11,25,26,72,26,1380.821,1700.015,2011,4,0,0,0,0,0,927
Colts,3,7,7,0,0,0,17,Buccaneers,0,7,10,7,0,0,24,201104,-3,-3,0,7,41,7,1483.834,1525.166,2011,4,0,0,0,0,0,843
Falcons,7,17,3,3,0,0,30,Seahawks,0,7,14,7,0,0,28,201104,7,17,6,2,58,-2,1555.861,1418.91,2011,4,0,0,0,1,0,2178
Steelers,0,0,7,3,0,0,10,Texans,7,3,0,7,0,0,17,201104,7,10,3,7,27,7,1605.45,1525.053,2011,4,0,0,0,1,0,1136
Vikings,7,0,3,7,0,0,17,Chiefs,3,6,6,7,0,0,22,201104,-4,2,5,5,39,5,1442.444,1398.222,2011,4,0,0,0,0,0,411
49ers,0,3,14,7,0,0,24,Eagles,7,13,3,0,0,0,23,201104,-7,-17,-6,1,47,-1,1490.787,1524.975,2011,4,0,0,0,1,0,2516
Washington,7,7,3,0,0,0,17,Rams,0,0,0,10,0,0,10,201104,7,14,17,7,27,-7,1463.631,1362.598,2011,4,0,0,0,1,0,708
Lions,0,3,14,17,0,0,34,Cowboys,7,13,10,0,0,0,30,201104,-7,-17,-13,4,64,-4,1520.438,1525.47,2011,4,0,0,0,1,0,999
Titans,7,14,10,0,0,0,31,Browns,3,3,0,7,0,0,13,201104,4,15,25,18,44,-18,1506.367,1456.164,2011,4,0,0,0,1,0,458
Bills,0,17,0,3,0,0,20,Bengals,3,0,10,10,0,0,23,201104,3,-14,-4,3,43,3,1519.068,1444.455,2011,4,0,0,0,1,0,388
Panthers,3,17,0,9,0,0,29,Bears,10,14,0,10,0,0,34,201104,7,4,4,5,63,5,1388.094,1536.183,2011,4,0,0,0,1,0,586
Saints,7,7,6,3,0,0,23,Jaguars,0,10,0,0,0,0,10,201104,7,4,10,13,33,-13,1590.465,1445.641,2011,4,0,0,0,0,0,503
Packers,0,6,9,10,0,0,25,Falcons,7,7,0,0,0,0,14,201105,-7,-8,1,11,39,-11,1705.555,1564.327,2011,5,0,0,0,1,0,768
Jets,0,7,7,7,0,0,21,Patriots,7,3,14,6,0,0,30,201105,7,3,10,9,51,9,1576.008,1677.326,2011,5,0,0,0,1,1,181
Chargers,6,17,0,6,0,0,29,Broncos,7,3,0,14,0,0,24,201105,-1,13,13,5,53,-5,1566.716,1375.282,2011,5,0,0,0,1,1,832
Buccaneers,3,0,0,0,0,0,3,49ers,7,17,10,14,0,0,48,201105,4,21,31,45,51,45,1539.114,1500.064,2011,5,0,0,0,1,0,2396
Raiders,3,9,3,10,0,0,25,Texans,7,7,3,3,0,0,20,201105,-4,-2,-2,5,45,-5,1512.987,1546.921,2011,5,0,0,0,1,0,1635
Bengals,7,6,0,17,0,0,30,Jaguars,7,6,0,7,0,0,20,201105,0,0,0,10,50,-10,1458.764,1425.925,2011,5,0,0,0,1,0,630
Bears,0,10,0,3,0,0,13,Lions,0,7,14,3,0,0,24,201105,0,-3,11,11,37,11,1543.592,1540.368,2011,5,0,0,0,1,1,238
